2001.688548,1.67E-34,0.027,0.2,0,3089.8075,225,237,22,1,3,4,4,4,0,797,449,448,448,886
2002.505259,7.71E-38,0.027,0.2,0,4946.7152,414,438,22,1,3,4,4,4,0,797,449,448,448,886
2010.73595,7.02E-34,0.027,0.2,0,2935.9792,438,462,22,1,3,4,4,4,0,797,449,448,448,886
2011.411974,7.59E-38,0.027,0.2,0,4805.787,201,213,22,1,3,4,4,4,0,797,449,448,448,886
2019.758725,7.24E-34,0.027,0.2,0,2786.0283,213,225,22,1,3,4,4,4,0,797,449,448,448,886
2020.293175,2.93E-37,0.027,0.2,0,4668.7166,390,414,22,1,3,4,4,4,0,797,449,448,448,886
2028.756612,2.92E-33,0.027,0.2,0,2639.96,414,438,22,1,3,4,4,4,0,797,449,448,448,886
2029.148597,2.77E-37,0.027,0.2,0,4535.5086,189,201,22,1,3,4,4,4,0,797,449,448,448,886
2037.729348,2.90E-33,0.027,0.2,0,2497.7792,201,213,22,1,3,4,4,4,0,797,449,448,448,886
2037.977976,1.03E-36,0.027,0.2,0,4406.1677,366,390,22,1,3,4,4,4,0,797,449,448,448,886
2046.67667,1.13E-32,0.027,0.2,0,2359.4911,390,414,22,1,3,4,4,4,0,797,449,448,448,886
2046.781048,9.35E-37,0.027,0.2,0,4280.6986,177,189,22,1,3,4,4,4,0,797,449,448,448,886
2055.557548,3.34E-36,0.027,0.2,0,4159.1055,342,366,22,1,3,4,4,4,0,797,449,448,448,886
2055.598315,1.07E-32,0.027,0.2,0,2225.1003,189,201,22,1,3,4,4,4,0,797,449,448,448,886
2064.30721,2.91E-36,0.027,0.2,0,4041.3928,165,177,22,1,3,4,4,4,0,797,449,448,448,886
2064.494018,4.00E-32,0.027,0.2,0,2094.6115,366,390,22,1,3,4,4,4,0,797,449,448,448,886
2073.029769,9.98E-36,0.027,0.2,0,3927.5645,318,342,22,1,3,4,4,4,0,797,449,448,448,886
2073.363515,3.65E-32,0.027,0.2,0,1968.0293,177,189,22,1,3,4,4,4,0,797,449,448,448,886
2080.55754,1.49E-39,0.027,0.2,0,5801.9698,270,294,22,1,3,4,4,4,0,797,449,448,448,886
2081.724958,8.37E-36,0.027,0.2,0,3817.6248,153,165,22,1,3,4,4,4,0,797,449,448,448,886
2082.206541,1.31E-31,0.027,0.2,0,1845.358,342,366,22,1,3,4,4,4,0,797,449,448,448,886
2089.073101,1.15E-39,0.027,0.2,0,5708.458,129,141,22,1,3,4,4,4,0,797,449,448,448,886
2090.39251,2.75E-35,0.027,0.2,0,3711.5773,294,318,22,1,3,4,4,4,0,797,449,448,448,886
2091.02283,1.15E-31,0.027,0.2,0,1726.6019,165,177,22,1,3,4,4,4,0,797,449,448,448,886
2097.559855,3.45E-39,0.027,0.2,0,5618.8177,246,270,22,1,3,4,4,4,0,797,449,448,448,886
2099.032157,2.22E-35,0.027,0.2,0,3609.4259,141,153,22,1,3,4,4,4,0,797,449,448,448,886
2099.812117,3.96E-31,0.027,0.2,0,1611.7652,318,342,22,1,3,4,4,4,0,797,449,448,448,886
2106.01753,2.55E-39,0.027,0.2,0,5533.052,117,129,22,1,3,4,4,4,0,797,449,448,448,886
2107.643632,6.99E-35,0.027,0.2,0,3511.1741,270,294,22,1,3,4,4,4,0,797,449,448,448,886
2108.574134,3.34E-31,0.027,0.2,0,1500.8518,153,165,22,1,3,4,4,4,0,797,449,448,448,886
2114.445859,7.36E-39,0.027,0.2,0,5451.1639,222,246,22,1,3,4,4,4,0,797,449,448,448,886
2116.226667,5.40E-35,0.027,0.2,0,3416.8253,129,141,22,1,3,4,4,4,0,797,449,448,448,886
2117.308615,1.10E-30,0.027,0.2,0,1393.8655,294,318,22,1,3,4,4,4,0,797,449,448,448,886
2122.844571,5.20E-39,0.029,0.2,0,5373.1564,105,117,22,1,3,4,4,4,0,797,449,448,448,886
2124.780993,1.63E-34,0.027,0.2,0,3326.3829,246,270,22,1,3,4,4,4,0,797,449,448,448,886
2126.015293,8.91E-31,0.027,0.2,0,1290.81,141,153,22,1,3,4,4,4,0,797,449,448,448,886
2131.213395,1.44E-38,0.031,0.27,0,5299.0322,198,222,22,1,3,4,4,4,0,797,449,448,448,886
2133.306341,1.21E-34,0.027,0.2,0,3239.8501,117,129,22,1,3,4,4,4,0,797,449,448,448,886
2134.693899,2.82E-30,0.027,0.2,0,1191.689,270,294,22,1,3,4,4,4,0,797,449,448,448,886
2139.552061,9.72E-39,0.033,0.34,0,5228.794,93,105,22,1,3,4,4,4,0,797,449,448,448,886
2141.802441,3.51E-34,0.027,0.2,0,3157.2298,222,246,22,1,3,4,4,4,0,797,449,448,448,886
2143.344166,2.19E-30,0.027,0.2,0,1096.5059,129,141,22,1,3,4,4,4,0,797,449,448,448,886
2147.860298,2.57E-38,0.035,0.41,0,5162.4441,174,198,22,1,3,4,4,4,0,797,449,448,448,886
2150.269023,2.49E-34,0.029,0.2,0,3078.5249,105,117,22,1,3,4,4,4,0,797,449,448,448,886
2151.965824,6.65E-30,0.027,0.2,0,1005.2639,246,270,22,1,3,4,4,4,0,797,449,448,448,886
2156.137833,1.66E-38,0.037,0.47,0,5099.985,81,93,22,1,3,4,4,4,0,797,449,448,448,886
2158.705818,6.89E-34,0.031,0.27,0,3003.7383,198,222,22,1,3,4,4,4,0,797,449,448,448,886
2160.558605,4.94E-30,0.027,0.2,0,917.9663,117,129,22,1,3,4,4,4,0,797,449,448,448,886
2164.384394,4.18E-38,0.04,0.52,0,5041.419,150,174,22,1,3,4,4,4,0,797,449,448,448,886
2167.112553,4.68E-34,0.033,0.34,0,2932.8725,93,105,22,1,3,4,4,4,0,797,449,448,448,886
2169.12224,1.44E-29,0.027,0.2,0,834.6161,222,246,22,1,3,4,4,4,0,797,449,448,448,886
2172.59971,2.57E-38,0.042,0.57,0,4986.7479,69,81,22,1,3,4,4,4,0,797,449,448,448,886
2175.488959,1.24E-33,0.035,0.41,0,2865.93,174,198,22,1,3,4,4,4,0,797,449,448,448,886
2177.656457,1.02E-29,0.029,0.2,0,755.216,105,117,22,1,3,4,4,4,0,797,449,448,448,886
2180.783508,6.17E-38,0.043,0.62,0,4935.9739,126,150,22,1,3,4,4,4,0,797,449,448,448,886
2183.834763,8.03E-34,0.037,0.47,0,2802.9132,81,93,22,1,3,4,4,4,0,797,449,448,448,886
2186.160988,2.85E-29,0.031,0.27,0,679.769,198,222,22,1,3,4,4,4,0,797,449,448,448,886
2188.935514,3.61E-38,0.045,0.65,0,4889.0986,57,69,22,1,3,4,4,4,0,797,449,448,448,886
2192.149695,2.03E-33,0.04,0.52,0,2743.8242,150,174,22,1,3,4,4,4,0,797,449,448,448,886
2194.635561,1.94E-29,0.033,0.34,0,608.2776,93,105,22,1,3,4,4,4,0,797,449,448,448,886
2197.055455,8.18E-38,0.046,0.68,0,4846.1238,102,126,22,1,3,4,4,4,0,797,449,448,448,886
2200.433481,1.25E-33,0.042,0.57,0,2688.6651,69,81,22,1,3,4,4,4,0,797,449,448,448,886
2203.079906,5.15E-29,0.035,0.41,0,540.7443,174,198,22,1,3,4,4,4,0,797,449,448,448,886
2205.143057,4.51E-38,0.048,0.71,0,4807.0509,45,57,22,1,3,4,4,4,0,797,449,448,448,886
2208.685849,3.01E-33,0.043,0.62,0,2637.4379,126,150,22,1,3,4,4,4,0,797,449,448,448,886
2211.493751,3.35E-29,0.037,0.47,0,477.1714,81,93,22,1,3,4,4,4,0,797,449,448,448,886
2213.198046,9.60E-38,0.049,0.73,0,4771.8814,78,102,22,1,3,4,4,4,0,797,449,448,448,886
2216.906527,1.76E-33,0.045,0.65,0,2590.1444,57,69,22,1,3,4,4,4,0,797,449,448,448,886
2219.876825,8.48E-29,0.04,0.52,0,417.5611,150,174,22,1,3,4,4,4,0,797,449,448,448,886
2221.220147,4.93E-38,0.05,0.74,0,4740.6165,33,45,22,1,3,4,4,4,0,797,449,448,448,886
2225.095241,4.01E-33,0.046,0.68,0,2546.7862,102,126,22,1,3,4,4,4,0,797,449,448,448,886
2228.228855,5.24E-29,0.042,0.57,0,361.9156,69,81,22,1,3,4,4,4,0,797,449,448,448,886
2229.209086,9.67E-38,0.051,0.75,0,4713.2573,54,78,22,1,3,4,4,4,0,797,449,448,448,886
2233.251717,2.21E-33,0.048,0.71,0,2507.3648,45,57,22,1,3,4,4,4,0,797,449,448,448,886
2236.54957,1.26E-28,0.043,0.62,0,310.2366,126,150,22,1,3,4,4,4,0,797,449,448,448,886
2237.164588,4.50E-38,0.052,0.76,0,4689.8047,21,33,22,1,3,4,4,4,0,797,449,448,448,886
2241.375683,4.71E-33,0.049,0.73,0,2471.8816,78,102,22,1,3,4,4,4,0,797,449,448,448,886
2244.838696,7.41E-29,0.045,0.65,0,262.5261,57,69,22,1,3,4,4,4,0,797,449,448,448,886
2245.086377,7.77E-38,0.054,0.76,0,4670.2596,30,54,22,1,3,4,4,4,0,797,449,448,448,886
2249.466863,2.42E-33,0.05,0.74,0,2440.3379,33,45,22,1,3,4,4,4,0,797,449,448,448,886
2252.974178,2.99E-38,0.056,0.77,0,4654.6228,9,21,22,1,3,4,4,4,0,797,449,448,448,886
2253.095961,1.69E-28,0.046,0.68,0,218.7856,102,126,22,1,3,4,4,4,0,797,449,448,448,886
2257.524983,4.76E-33,0.051,0.75,0,2412.7347,54,78,22,1,3,4,4,4,0,797,449,448,448,886
2260.827714,3.58E-38,0.059,0.78,0,4642.8946,6,30,22,1,3,4,4,4,0,797,449,448,448,886
2261.321091,9.33E-29,0.048,0.71,0,179.0168,45,57,22,1,3,4,4,4,0,797,449,448,448,886
2262.065563,1.60E-39,0.02,0.2,0,5801.9698,294,294,22,1,3,4,4,4,0,797,449,448,448,886
2262.905123,1.21E-39,0.021,0.2,0,5708.458,141,141,22,1,3,4,4,4,0,797,449,448,448,886
2263.709651,3.58E-39,0.023,0.2,0,5618.8177,270,270,22,1,3,4,4,4,0,797,449,448,448,886
2264.479154,2.59E-39,0.025,0.2,0,5533.052,129,129,22,1,3,4,4,4,0,797,449,448,448,886
2265.213638,7.37E-39,0.027,0.2,0,5451.1639,246,246,22,1,3,4,4,4,0,797,449,448,448,886
2265.549769,2.22E-33,0.052,0.76,0,2389.073,21,33,22,1,3,4,4,4,0,797,449,448,448,886
2265.913109,5.13E-39,0.03,0.2,0,5373.1564,117,117,22,1,3,4,4,4,0,797,449,448,448,886
2266.577573,1.40E-38,0.033,0.27,0,5299.0322,222,222,22,1,3,4,4,4,0,797,449,448,448,886
2267.207035,9.29E-39,0.033,0.34,0,5228.794,105,105,22,1,3,4,4,4,0,797,449,448,448,886
2267.801499,2.42E-38,0.034,0.41,0,5162.4441,198,198,22,1,3,4,4,4,0,797,449,448,448,886
2268.360971,1.54E-38,0.033,0.47,0,5099.985,93,93,22,1,3,4,4,4,0,797,449,448,448,886
2268.885455,3.84E-38,0.036,0.52,0,5041.419,174,174,22,1,3,4,4,4,0,797,449,448,448,886
2269.374956,2.33E-38,0.036,0.57,0,4986.7479,81,81,22,1,3,4,4,4,0,797,449,448,448,886
2269.513814,1.99E-28,0.049,0.73,0,143.2209,78,102,22,1,3,4,4,4,0,797,449,448,448,886
2269.750311,1.32E-39,0.02,0.2,0,5873.0087,510,510,22,1,3,4,4,4,0,797,449,448,448,886
2269.829476,5.54E-38,0.037,0.62,0,4935.9739,150,150,22,1,3,4,4,4,0,797,449,448,448,886
2270.249019,3.20E-38,0.043,0.65,0,4889.0986,69,69,22,1,3,4,4,4,0,797,449,448,448,886
2270.633589,7.22E-38,0.047,0.68,0,4846.1238,126,126,22,1,3,4,4,4,0,797,449,448,448,886
2270.983189,3.95E-38,0.047,0.71,0,4807.0509,57,57,22,1,3,4,4,4,0,797,449,448,448,886
2271.217207,1.43E-39,0.02,0.2,0,5709.0431,249,249,22,1,3,4,4,4,0,797,449,448,448,886
2271.297821,8.42E-38,0.047,0.73,0,4771.8814,102,102,22,1,3,4,4,4,0,797,449,448,448,886
2271.577488,4.34E-38,0.048,0.74,0,4740.6165,45,45,22,1,3,4,4,4,0,797,449,448,448,886
2271.822191,8.63E-38,0.047,0.75,0,4713.2573,78,78,22,1,3,4,4,4,0,797,449,448,448,886
2272.031934,4.12E-38,0.048,0.76,0,4689.8047,33,33,22,1,3,4,4,4,0,797,449,448,448,886
2272.206717,7.51E-38,0.049,0.76,0,4670.2596,54,54,22,1,3,4,4,4,0,797,449,448,448,886
2272.346542,3.24E-38,0.051,0.77,0,4654.6228,21,21,22,1,3,4,4,4,0,797,449,448,448,886
2272.45141,5.25E-38,0.053,0.78,0,4642.8946,30,30,22,1,3,4,4,4,0,797,449,448,448,886
2272.521321,2.29E-38,0.057,0.79,0,4635.0756,9,9,22,1,3,4,4,4,0,797,449,448,448,886
2272.649023,6.10E-39,0.02,0.2,0,5548.9035,486,486,22,1,3,4,4,4,0,797,449,448,448,886
2273.540946,3.83E-33,0.054,0.76,0,2369.3537,30,54,22,1,3,4,4,4,0,797,449,448,448,886
2274.04577,6.37E-39,0.02,0.2,0,5392.5955,237,237,22,1,3,4,4,4,0,797,449,448,448,886
2275.407461,2.61E-38,0.02,0.2,0,5240.1246,462,462,22,1,3,4,4,4,0,797,449,448,448,886
2276.734106,2.62E-38,0.02,0.2,0,5091.4961,225,225,22,1,3,4,4,4,0,797,449,448,448,886
2277.673854,1.03E-28,0.05,0.74,0,111.3991,33,45,22,1,3,4,4,4,0,797,449,448,448,886
2278.025716,1.03E-37,0.02,0.2,0,4946.7152,438,438,22,1,3,4,4,4,0,797,449,448,448,886
2279.282302,9.96E-38,0.02,0.2,0,4805.787,213,213,22,1,3,4,4,4,0,797,449,448,448,886
2280.112167,1.26E-39,0.02,0.2,0,5647.2883,321,321,22,1,3,4,4,4,0,797,449,448,448,886
2280.503873,3.77E-37,0.02,0.2,0,4668.7166,414,414,22,1,3,4,4,4,0,797,449,448,448,886
2281.498238,1.47E-33,0.056,0.77,0,2353.5774,9,21,22,1,3,4,4,4,0,797,449,448,448,886
2281.690439,3.50E-37,0.02,0.2,0,4535.5086,201,201,22,1,3,4,4,4,0,797,449,448,448,886
2281.959652,6.81E-39,0.02,0.2,0,5439.7994,630,630,22,1,3,4,4,4,0,797,449,448,448,886
2282.842009,1.28E-36,0.02,0.2,0,4406.1677,390,390,22,1,3,4,4,4,0,797,449,448,448,886
2283.772036,9.00E-39,0.02,0.2,0,5236.1007,309,309,22,1,3,4,4,4,0,797,449,448,448,886
2283.958593,1.14E-36,0.02,0.2,0,4280.6986,189,189,22,1,3,4,4,4,0,797,449,448,448,886
2284.179972,3.99E-38,0.066,0.81,0,4631.1661,30,6,22,1,3,4,4,4,0,797,449,448,448,886
2285.040199,3.99E-36,0.02,0.2,0,4159.1055,366,366,22,1,3,4,4,4,0,797,449,448,448,886
2285.549336,4.67E-38,0.02,0.2,0,5036.1995,606,606,22,1,3,4,4,4,0,797,449,448,448,886
2285.800938,2.02E-28,0.051,0.75,0,83.5527,54,78,22,1,3,4,4,4,0,797,449,448,448,886
2286.086835,3.42E-36,0.02,0.2,0,4041.3928,177,177,22,1,3,4,4,4,0,797,449,448,448,886
2287.09851,1.15E-35,0.02,0.2,0,3927.5645,342,342,22,1,3,4,4,4,0,797,449,448,448,886
2287.291567,5.94E-38,0.02,0.2,0,4840.1026,297,297,22,1,3,4,4,4,0,797,449,448,448,886
2288.075231,9.47E-36,0.02,0.2,0,3817.6248,165,165,22,1,3,4,4,4,0,797,449,448,448,886
2288.998742,2.97E-37,0.02,0.2,0,4647.8168,582,582,22,1,3,4,4,4,0,797,449,448,448,886
2289.017005,3.06E-35,0.02,0.2,0,3711.5773,318,318,22,1,3,4,4,4,0,797,449,448,448,886
2289.42137,1.77E-33,0.059,0.78,0,2341.7447,6,30,22,1,3,4,4,4,0,797,449,448,448,886
2289.92384,2.42E-35,0.02,0.2,0,3609.4259,153,153,22,1,3,4,4,4,0,797,449,448,448,886
2290.670876,3.64E-37,0.02,0.2,0,4459.349,285,285,22,1,3,4,4,4,0,797,449,448,448,886
2290.795743,7.50E-35,0.02,0.2,0,3511.1741,294,294,22,1,3,4,4,4,0,797,449,448,448,886
2291.63272,5.70E-35,0.021,0.2,0,3416.8253,141,141,22,1,3,4,4,4,0,797,449,448,448,886
2291.893685,3.59E-38,0.062,0.79,0,4635.0756,21,9,22,1,3,4,4,4,0,797,449,448,448,886
2292.307983,1.75E-36,0.02,0.2,0,4274.7055,558,558,22,1,3,4,4,4,0,797,449,448,448,886
2292.434777,1.69E-34,0.023,0.2,0,3326.3829,270,270,22,1,3,4,4,4,0,797,449,448,448,886
2293.20192,1.23E-34,0.025,0.2,0,3239.8501,129,129,22,1,3,4,4,4,0,797,449,448,448,886
2293.894793,9.41E-29,0.052,0.76,0,59.6826,21,33,22,1,3,4,4,4,0,797,449,448,448,886
2293.910075,2.07E-36,0.02,0.2,0,4093.8929,273,273,22,1,3,4,4,4,0,797,449,448,448,886
2293.934155,3.52E-34,0.027,0.2,0,3157.2298,246,246,22,1,3,4,4,4,0,797,449,448,448,886
2294.631487,2.45E-34,0.03,0.2,0,3078.5249,117,117,22,1,3,4,4,4,0,797,449,448,448,886
2295.293921,6.70E-34,0.033,0.27,0,3003.7383,222,222,22,1,3,4,4,4,0,797,449,448,448,886
2295.477165,9.56E-36,0.02,0.2,0,3916.9175,534,534,22,1,3,4,4,4,0,797,449,448,448,886
2295.921463,4.48E-34,0.033,0.34,0,2932.8725,105,105,22,1,3,4,4,4,0,797,449,448,448,886
2296.514117,1.17E-33,0.034,0.41,0,2865.93,198,198,22,1,3,4,4,4,0,797,449,448,448,886
2297.009265,1.09E-35,0.02,0.2,0,3743.7852,261,261,22,1,3,4,4,4,0,797,449,448,448,886
2297.071886,7.47E-34,0.033,0.47,0,2802.9132,93,93,22,1,3,4,4,4,0,797,449,448,448,886
2297.594776,1.86E-33,0.036,0.52,0,2743.8242,174,174,22,1,3,4,4,4,0,797,449,448,448,886
2298.082789,1.14E-33,0.036,0.57,0,2688.6651,81,81,22,1,3,4,4,4,0,797,449,448,448,886
2298.506388,4.83E-35,0.02,0.2,0,3574.5023,510,510,22,1,3,4,4,4,0,797,449,448,448,886
2298.53593,2.70E-33,0.037,0.62,0,2637.4379,150,150,22,1,3,4,4,4,0,797,449,448,448,886
2298.954202,1.57E-33,0.043,0.65,0,2590.1444,69,69,22,1,3,4,4,4,0,797,449,448,448,886
2299.337607,3.53E-33,0.047,0.68,0,2546.7862,126,126,22,1,3,4,4,4,0,797,449,448,448,886
2299.571749,1.00E-37,0.059,0.78,0,4642.8946,54,30,22,1,3,4,4,4,0,797,449,448,448,886
2299.686148,1.94E-33,0.047,0.71,0,2507.3648,57,57,22,1,3,4,4,4,0,797,449,448,448,886
2299.968546,5.28E-35,0.02,0.2,0,3409.0746,249,249,22,1,3,4,4,4,0,797,449,448,448,886
2299.999829,4.13E-33,0.047,0.73,0,2471.8816,102,102,22,1,3,4,4,4,0,797,449,448,448,886
2300.27865,2.13E-33,0.048,0.74,0,2440.3379,45,45,22,1,3,4,4,4,0,797,449,448,448,886
